Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_WHITE, se_WHITE, t_WHITE, est_HISP, se_HISP, t_HISP, est_BLWPOV, se_BLWPOV, t_BLWPOV, est_MEDINC, se_MEDINC, t_MEDINC, est_UPTOHIGH, se_UPTOHIGH, t_UPTOHIGH, est_INS, se_INS, t_INS, est_MEDICARE, se_MEDICARE, t_MEDICARE, est_MEDICAID, se_MEDICAID, t_MEDICAID, est_Male, se_Male, t_Male, est_POPDEN, se_POPDEN, t_POPDEN, y, yhat, residual, std_residual, localR2, influence, CooksD
 1918, 15599, 1389765.159, 7979680.166,     45036.351015,     56671.408912,         0.794693,     -2556.986391,     13255.954886,        -0.192893,    -28898.895474,      8841.685221,        -3.268483,    -13767.250759,     18313.190352,        -0.751767,      4860.125003,     11917.917241,         0.407800,     -1315.404132,     13641.523690,        -0.096426,    -39828.667283,     13000.006355,        -3.063742,     98411.710158,     41235.352608,         2.386586,      4584.436111,     16993.608376,         0.269774,    -15701.386217,     15510.001056,        -1.012339,      -261.056100,       980.194321,        -0.266331,     28337.303070,     29392.924589,     -1055.621519,        -0.126440,         0.492021,         0.203174,         0.000007
 1919, 13123, 1968625.643, 7534624.517,    -11203.749993,     77739.673320,        -0.144119,      3786.790647,     11070.321725,         0.342067,     -7364.343274,     14390.646615,        -0.511745,     16222.866088,     20375.839645,         0.796181,      4070.638583,     15633.428079,         0.260380,     11611.726671,     16413.339664,         0.707457,     14163.155147,     18104.009063,         0.782321,    -23489.786264,     36955.671059,        -0.635621,    -10278.589085,     21553.420674,        -0.476889,    -10079.936834,     21934.286055,        -0.459552,     -7218.088952,      2781.654176,        -2.594891,     11658.016120,     13303.511495,     -1645.495375,        -0.231580,         0.804584,         0.422828,         0.000064
 1920, 15245, 1272262.908, 7997033.528,     -2095.825344,     73926.208903,        -0.028350,     16502.631098,     16086.459110,         1.025871,       233.851251,     10032.433282,         0.023310,      -274.602574,     22645.802687,        -0.012126,      3514.305887,     15650.104796,         0.224555,     14808.116508,     19200.151005,         0.771250,    -18564.115861,     20910.726050,        -0.887780,    -49093.846417,     58736.358559,        -0.835834,    -14652.399412,     21346.087541,        -0.686421,     17760.944267,     19785.638984,         0.897668,     -7397.715349,      1281.689860,        -5.771845,      2445.149056,     11718.940958,     -9273.791902,        -1.290096,         0.418010,         0.409277,         0.001892
 1921, 12108, 2042133.751, 7649059.689,    -64151.531982,     65808.041186,        -0.974828,      8575.730408,      6485.532164,         1.322286,    -32883.123278,     11631.071615,        -2.827179,     34579.691414,     16734.264465,         2.066400,     19904.508725,     12758.345113,         1.560117,     14218.413662,     13513.601192,         1.052156,    -12888.744294,     12440.609867,        -1.036022,     15701.254639,     33462.388097,         0.469221,     -4383.950604,     17985.769826,        -0.243746,    -21271.707593,     17537.513873,        -1.212926,     -5343.138267,      2112.281584,        -2.529558,     25379.427950,     21882.347379,      3497.080571,         0.423437,         0.640249,         0.220263,         0.000083
 1922, 12171, 1624288.32, 7388884.534,     13476.329252,     58756.361675,         0.229359,    -15303.578586,     28390.533624,        -0.539038,     13570.810100,     11649.140837,         1.164962,      1652.374610,     18426.931023,         0.089672,      1433.341091,     12161.164386,         0.117862,    -29721.199211,     16141.213503,        -1.841324,     -4246.713360,     17485.291528,        -0.242873,     21587.181103,     28681.077520,         0.752663,     10426.910654,     21062.745893,         0.495040,     56149.411162,     23670.029320,         2.372173,     -3195.379168,      1749.910872,        -1.826024,     14507.533240,     25346.907689,    -10839.374449,        -1.293518,         0.466851,         0.197256,         0.000675
 1923, 12116, 2043186.056, 7666213.131,    -60396.424703,     79130.683806,        -0.763249,      4259.507503,      7981.787305,         0.533653,    -36503.487479,     12970.639620,        -2.814317,     28889.659402,     20815.094015,         1.387919,     19802.802540,     15013.498288,         1.319000,     11522.496456,     15603.965285,         0.738434,    -10067.616421,     15063.343629,        -0.668352,      1503.435441,     36322.126216,         0.041392,     -4947.304607,     20697.183665,        -0.239033,    -21998.404795,     20394.867403,        -1.078625,     -3375.513700,      2433.945625,        -1.386848,     17842.122870,     20926.607853,     -3084.484983,        -0.380579,         0.467201,         0.249086,         0.000079
 1924, 6254, 1591066.654, 7636453.065,    163340.501865,     70217.024616,         2.326224,    -15878.435735,     20362.489042,        -0.779789,      -289.937800,     14168.609107,        -0.020463,    -10699.183585,     17055.037493,        -0.627333,    -19646.221833,     13194.374636,        -1.488985,    -21209.318704,     16613.938909,        -1.276598,     -1189.071650,     14481.136935,        -0.082112,    -85101.019426,     43552.307179,        -1.953996,    -18698.542808,     18012.432994,        -1.038091,    -31751.054980,     21345.769507,        -1.487464,     -6351.544771,      1518.750560,        -4.182086,     16317.430240,     18098.735187,     -1781.304947,        -0.213791,         0.543822,         0.206383,         0.000020
 1925, 11604, 1731197.794, 7208678.893,    -30137.065829,     61583.098216,        -0.489372,      9201.642567,      8255.810495,         1.114566,     -2547.308898,      6805.309288,        -0.374312,      9271.821727,     15214.086129,         0.609424,      8281.232271,     12277.228839,         0.674520,     27761.353003,     11807.542617,         2.351154,     -3657.886208,     13662.965138,        -0.267723,     20521.498401,     35584.752451,         0.576694,     12570.085096,     19759.207083,         0.636163,    -13023.832757,     13591.794737,        -0.958213,     -6157.848885,      1501.370760,        -4.101484,     29739.732390,     19067.592061,     10672.140329,         1.221919,         0.556878,         0.127969,         0.000360
 1926, 9271, 1832662.677, 7211882.138,     42881.791617,     85032.899771,         0.504296,      6787.127999,     13023.364076,         0.521150,     -3731.790704,     10819.965290,        -0.344899,    -20323.825342,     22030.751059,        -0.922521,     -5562.659636,     17402.010919,        -0.319656,      7833.377547,     15611.006431,         0.501786,     -8874.702763,     20833.890893,        -0.425974,    -13821.711606,     42442.143249,        -0.325660,      -845.628142,     24412.402502,        -0.034639,      9628.318672,     29594.923769,         0.325337,     -6045.732524,      1835.787158,        -3.293264,      5395.808968,      8511.771512,     -3115.962544,        -0.419617,         0.826633,         0.369636,         0.000169
 1927, 15618, 1352787.888, 7809976.361,     19847.250043,     70564.739809,         0.281263,      8037.495669,     15029.877501,         0.534768,     -9279.371257,     12022.826540,        -0.771813,     -9375.364985,     21409.526709,        -0.437906,      4294.038657,     14982.409495,         0.286605,     18352.073806,     17482.813140,         1.049721,    -16346.055385,     15346.893895,        -1.065105,      1733.843444,     45905.792564,         0.037770,      5992.328351,     23162.126703,         0.258712,    -29903.716635,     18909.215545,        -1.581436,     -6378.649323,      1373.936662,        -4.642608,     20563.234690,     26241.235731,     -5678.001041,        -0.696426,         0.671578,         0.240103,         0.000251
