Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_WHITE, se_WHITE, t_WHITE, est_HISP, se_HISP, t_HISP, est_BLWPOV, se_BLWPOV, t_BLWPOV, est_MEDINC, se_MEDINC, t_MEDINC, est_UPTOHIGH, se_UPTOHIGH, t_UPTOHIGH, est_INS, se_INS, t_INS, est_MEDICARE, se_MEDICARE, t_MEDICARE, est_MEDICAID, se_MEDICAID, t_MEDICAID, est_Male, se_Male, t_Male, est_POPDEN, se_POPDEN, t_POPDEN, y, yhat, residual, std_residual, localR2, influence, CooksD
  106, 2816, 902891.8065, 7534724.762,     22227.227705,     14113.650923,         1.574874,     -1068.412988,      3134.496235,        -0.340856,     -1065.185156,      3511.316066,        -0.303358,      -339.550863,      3767.600006,        -0.090124,     -2666.075565,      2660.655261,        -1.002037,     -2249.941587,      3114.958367,        -0.722302,     -1064.935927,      3326.068756,        -0.320179,      3743.738620,     10035.388648,         0.373054,     -1891.685382,      5036.302904,        -0.375610,     -2124.795211,      4655.145718,        -0.456440,       -85.553528,      1970.338425,        -0.043421,      5291.068021,      4633.126109,       657.941912,         0.402605,         0.791918,         0.155693,         0.000068
  107, 5395, 926161.1679, 7530886.186,     21132.047645,     23634.190041,         0.894130,      2932.082574,      4442.795368,         0.659963,      1757.164137,      5262.334563,         0.333913,     13523.925363,      5153.437199,         2.624253,       452.870632,      5196.409645,         0.087151,     -5076.553611,      3572.630469,        -1.420957,     -7143.539993,      4002.715764,        -1.784673,     29814.538539,     17108.857920,         1.742638,     -1478.945142,      4300.156485,        -0.343928,     -4942.463877,      6901.530069,        -0.716140,     -4027.112256,       559.045339,        -7.203552,     18518.264090,     18015.327207,       502.936883,         0.505211,         0.930912,         0.686697,         0.001278
  108, 14242, 1705208.782, 6897216.096,     29417.577045,     14517.502132,         2.026353,     -5498.150500,      3387.739922,        -1.622955,      2052.129142,      2556.851909,         0.802600,     -4250.716596,      3715.405576,        -1.144079,     -2284.433017,      2873.408334,        -0.795026,      3466.999358,      2522.638459,         1.374354,     -1343.462810,      3481.339014,        -0.385904,     -4844.043275,     11558.661056,        -0.419083,      3432.994255,      3780.957545,         0.907970,     -6838.127874,      5690.608113,        -1.201652,     -3296.947007,       623.337022,        -5.289188,      3279.219042,      4204.549782,      -925.330740,        -0.594927,         0.677246,         0.235196,         0.000249
  109, 9353, 884524.7414, 7542412.488,    -19099.494963,     13826.305241,        -1.381388,      1464.054480,      2804.022215,         0.522127,       829.121583,      3386.265847,         0.244848,       219.619528,      4402.077741,         0.049890,      3810.946481,      2979.256882,         1.279160,      4521.820612,      3450.395152,         1.310523,       500.256496,      3791.440488,         0.131944,    -13700.753595,     11063.343418,        -1.238392,      -953.387471,      3923.243321,        -0.243010,     -3987.270938,      5811.357218,        -0.686117,      2244.789365,       875.273038,         2.564673,      5728.669068,      7216.668539,     -1487.999471,        -0.921025,         0.790924,         0.174825,         0.000411
  110, 5296, 1736449.331, 6893943.583,     -5525.619359,     16102.980110,        -0.343143,      5019.867235,      3502.822773,         1.433092,      4896.016087,      2210.480121,         2.214911,      1219.880459,      3277.022732,         0.372253,      2492.110555,      3247.854076,         0.767310,     -1885.688381,      2869.104917,        -0.657239,      1825.871521,      3575.422953,         0.510673,     -2329.675490,      6786.462131,        -0.343283,      9733.161028,      3764.212368,         2.585710,    -11591.011818,      6152.775578,        -1.883867,     -2512.239915,       584.788808,        -4.295978,      4351.079056,      4165.397323,       185.681733,         0.146634,         0.744858,         0.493066,         0.000048
  111, 9425, 894756.9222, 7549547.915,      4424.546364,     15690.413156,         0.281990,      -637.360377,      3603.883168,        -0.176854,      -210.018328,      2959.092540,        -0.070974,     -5484.357139,      3372.838644,        -1.626036,      1184.263075,      3097.389969,         0.382342,     -2726.130391,      2622.012720,        -1.039709,      -105.163086,      3628.663875,        -0.028981,      1195.351799,     12446.123498,         0.096042,      3645.711582,      3901.055780,         0.934545,      9766.526366,      6177.327676,         1.581028,      -641.745373,       871.521321,        -0.736351,     10609.182030,      9161.917615,      1447.264415,         0.980730,         0.723031,         0.311539,         0.000994
  112, 2386, 892104.8866, 7535705.002,      2271.232525,     13676.173633,         0.166072,     -1611.241793,      4037.947576,        -0.399025,     -1300.114402,      3345.078447,        -0.388665,      -472.320724,      3040.241469,        -0.155356,      -740.131978,      2699.113252,        -0.274213,      -845.297299,      2671.697695,        -0.316390,      1344.866662,      2789.055504,         0.482194,       989.398017,      6999.978604,         0.141343,      -616.419571,      3084.700605,        -0.199831,      2328.092699,      4476.593693,         0.520059,      1209.717715,      1369.384079,         0.883403,      1200.952490,      1585.589487,      -384.636997,        -0.243165,         0.597586,         0.208990,         0.000036
  113, 9320, 886590.5234, 7534100.201,     -5028.670494,     17180.199186,        -0.292702,      2181.893565,      2530.230706,         0.862330,       268.348556,      3169.260943,         0.084672,      1992.740980,      2939.291878,         0.677966,       748.076760,      3391.308008,         0.220586,       871.080743,      3076.663553,         0.283125,       -63.247705,      3105.462192,        -0.020367,     -4145.898351,      6915.426297,        -0.599515,      -741.502704,      3226.651072,        -0.229806,       745.514684,      3983.962109,         0.187129,       -23.180980,       968.293200,        -0.023940,       799.931366,      1116.664170,      -316.732804,        -0.238941,         0.699276,         0.444494,         0.000104
  114, 6364, 1753238.981, 6873556.356,    -13938.300873,     18280.850395,        -0.762454,      5552.055042,      3882.177286,         1.430139,     -6587.887266,      7524.924007,        -0.875476,      3661.929675,      4189.658885,         0.874040,      4054.057187,      3226.234330,         1.256591,      2911.912630,      3205.038124,         0.908542,      1742.242579,      4521.497002,         0.385324,      1247.484764,     11319.564482,         0.110206,      3021.557783,      5165.118904,         0.584993,     -1241.956707,      7069.226783,        -0.175685,     -1078.493462,      1154.140076,        -0.934456,      4705.137868,      4101.762065,       603.375803,         0.502616,         0.834207,         0.544398,         0.000690
  115, 5291, 1738864.06, 6892727.395,    -11812.115569,     17279.126444,        -0.683606,      5581.090238,      3653.819420,         1.527467,      4832.957366,      2282.518793,         2.117379,      2916.234057,      3456.574265,         0.843678,      4614.947524,      3489.627367,         1.322476,      -352.247469,      3246.870850,        -0.108488,       261.794498,      4304.550757,         0.060818,     -5305.874259,      7997.539057,        -0.663438,      9470.291510,      4210.365382,         2.249280,    -11185.941220,      7265.195143,        -1.539661,     -3692.305529,       576.552744,        -6.404107,      7016.727023,      6670.701171,       346.025852,         0.245554,         0.816016,         0.372222,         0.000082
